,Mean,Brightness,target
0,0.008205689277899343,0.29136448079122584,BACKGROUND
1,0.010294410185000994,0.2794249189563937,BACKGROUND
2,0.013477222995822559,0.28812898059629316,BACKGROUND
3,0.007409986075193952,0.26849140620219836,BACKGROUND
4,0.010543067435846428,0.33676486675921397,BACKGROUND
5,0.009349512631788341,0.2971227455007771,BACKGROUND
6,0.007459717525363039,0.3155545565332757,BACKGROUND
7,0.00810622637756117,0.2779981818858048,BACKGROUND
8,0.008553809429082952,0.3615970881302157,BACKGROUND
9,0.010244678734831907,0.2834860440303099,BACKGROUND
10,0.010443604535508254,0.29518243542532996,BACKGROUND
11,0.010145215834493734,0.273599405979278,BACKGROUND
12,0.01004575293415556,0.25795692772458506,BACKGROUND
13,0.009996021483986473,0.31492454427036354,BACKGROUND
14,0.012333399641933558,0.2778802391710523,BACKGROUND
15,0.011686890789735428,0.2927400275672015,BACKGROUND
16,0.015367018102247863,0.2995536963528405,BACKGROUND
17,0.012134473841257211,0.31274204629362806,BACKGROUND
18,0.014372389098866125,0.2945970031329429,BACKGROUND
19,0.010393873085339168,0.3266006616048244,BACKGROUND
20,0.007459717525363039,0.2879295336696221,BACKGROUND
21,0.009051123930773822,0.2847215194315209,BACKGROUND
22,0.010891187587030038,0.28904033515225236,BACKGROUND
23,0.012084742391088124,0.335800594608702,BACKGROUND
24,0.011587427889397255,0.29637893075251837,BACKGROUND
25,0.01263178834294808,0.29567374477307096,BACKGROUND
26,0.012035010940919038,0.2863895702073925,BACKGROUND
27,0.007807837676546648,0.2706870777137101,BACKGROUND
28,0.010095484384324647,0.24457855001389445,BACKGROUND
29,0.011686890789735428,0.27606016902388025,BACKGROUND
30,0.01084145613686095,0.2544362361393491,BACKGROUND
31,0.012084742391088124,0.4123063302671339,BACKGROUND
32,0.015615675353093297,0.27137748249164545,BACKGROUND
33,0.017057887407996818,0.2642536635701629,BACKGROUND
34,0.01457131489954247,0.26178783551130286,BACKGROUND
35,0.01133877063855182,0.28850213117665213,BACKGROUND
36,0.014670777799880644,0.4049589541163037,BACKGROUND
37,0.017057887407996818,0.2717634207902087,BACKGROUND
38,0.01651084145613686,0.23692084198992597,BACKGROUND
39,0.013526954445991644,0.33959155760493415,BACKGROUND
40,0.01392480604734434,0.29118267342769677,BACKGROUND
41,0.018500099462900335,0.2525183074505757,BACKGROUND
42,0.020588820370001988,0.319714309010814,BACKGROUND
43,0.016759498706982293,0.2269431725013176,BACKGROUND
44,0.021483986473045554,0.29851557042335786,BACKGROUND
45,0.01964392281678934,0.24504364673854337,BACKGROUND
46,0.021633180823552815,0.3008878430564371,BACKGROUND
47,0.025313308136065246,0.33624639666507855,CITOPLASMA
48,0.019992042967972946,0.4097626821037973,BACKGROUND
49,0.02153371792321464,0.27568890714910566,BACKGROUND
50,0.022627809826934554,0.32813432080583116,BACKGROUND
51,0.020489357469663814,0.3590232968244464,BACKGROUND
52,0.02446787348319077,0.30331203298149495,BACKGROUND
53,0.023522975929978117,0.28920985212949873,BACKGROUND
54,0.022279689675750947,0.2895327716036729,BACKGROUND
55,0.019842848617465686,0.27168207940765654,BACKGROUND
56,0.02297592997811816,0.3148176306864381,BACKGROUND
57,0.02222995822558186,0.28434191717,BACKGROUND
58,0.02203103242490551,0.27900010262993963,BACKGROUND
59,0.026954445991645117,0.27395860607995504,CITOPLASMA
60,0.019444997016112988,0.27568589734019117,BACKGROUND
61,0.02660632584046151,0.3163587454408364,CITOPLASMA
62,0.024716530734036204,0.2990976954089285,BACKGROUND
63,0.02431867913268351,0.24539971263147525,BACKGROUND
64,0.026705788740799683,0.3058670882849291,CITOPLASMA
65,0.028595583847224982,0.3322202315234136,CITOPLASMA
66,0.027103640342152374,0.3083816500175199,CITOPLASMA
67,0.026805251641137857,0.276331609075446,CITOPLASMA
68,0.026357668589616072,0.24887575690178781,CITOPLASMA
69,0.029092898348915854,0.339860118798892,CITOPLASMA
70,0.031678933757708375,0.252525633022,CITOPLASMA
71,0.03287248856176646,0.2727940550697429,CITOPLASMA
72,0.03098269345534116,0.26143612886327605,CITOPLASMA
73,0.029192361249254027,0.2842563394062413,CITOPLASMA
74,0.032474636960413764,0.26062216418605605,CITOPLASMA
75,0.033966580465486375,0.320971237634667,CITOPLASMA
76,0.028844241098070423,0.28530716097600106,CITOPLASMA
77,0.03665207877461707,0.3192054292957822,CITOPLASMA
78,0.0262582056892779,0.24908820852533284,CITOPLASMA
79,0.029192361249254027,0.23541427126478529,CITOPLASMA
80,0.033071414362442805,0.32118088840994574,CITOPLASMA
81,0.02959021285060672,0.3491792223933781,CITOPLASMA
82,0.028545852397055895,0.24023936330174397,CITOPLASMA
83,0.023821364630992638,0.2443437068863106,BACKGROUND
84,0.024716530734036204,0.2743104379588071,BACKGROUND
85,0.02829719514621046,0.3586563386063991,CITOPLASMA
86,0.03282275711159737,0.21436300209133552,CITOPLASMA
87,0.028048537895365027,0.28195769043741065,CITOPLASMA
88,0.026954445991645117,0.23201276254758038,CITOPLASMA
89,0.02660632584046151,0.2692587443472118,CITOPLASMA
90,0.02770041774418142,0.2811832684336138,CITOPLASMA
91,0.03143027650686294,0.22176908230421427,CITOPLASMA
92,0.03590610702208077,0.2933653690330534,CITOPLASMA
93,0.03585637557191168,0.2847092722140516,CITOPLASMA
94,0.03431470061666998,0.3484198472894796,CITOPLASMA
95,0.02476626218420529,0.3079302712539315,BACKGROUND
96,0.030336184603143024,0.23391395000584697,CITOPLASMA
97,0.029988064451959416,0.29380075976346076,CITOPLASMA
98,0.030734036204495725,0.27001370653148554,CITOPLASMA
99,0.029341555599761288,0.3885192543802692,CITOPLASMA
100,0.03048537895365029,0.32638253647603555,CITOPLASMA
101,0.02576089118758703,0.23970465550140174,CITOPLASMA
102,0.030286453152973937,0.3109562094642724,CITOPLASMA
103,0.030584841853988465,0.29877571754515486,CITOPLASMA
104,0.03356872886413367,0.2952091005053144,CITOPLASMA
105,0.028545852397055895,0.32706346520158674,CITOPLASMA
106,0.029689675750944895,0.25017673824090586,CITOPLASMA
107,0.034115774815993635,0.30598995559852715,CITOPLASMA
108,0.027799880644519593,0.2863936918444837,CITOPLASMA
109,0.021434255022876467,0.22998074674975857,BACKGROUND
110,0.03207678535906107,0.30502060970322936,CITOPLASMA
111,0.03202705390889198,0.2375163015811924,CITOPLASMA
112,0.02959021285060672,0.2838654617732031,CITOPLASMA
113,0.02730256614282872,0.28417908288429977,CITOPLASMA
114,0.030783767654664812,0.36023639966373344,CITOPLASMA
115,0.024517604933359857,0.29655922976812565,BACKGROUND
116,0.02770041774418142,0.34753479600655934,CITOPLASMA
117,0.03008752735229759,0.29104714430215695,CITOPLASMA
118,0.03063457330415755,0.2648569671887292,CITOPLASMA
119,0.03361846031430276,0.32006616184137493,CITOPLASMA
120,0.03540879252038989,0.3145071282228837,CITOPLASMA
121,0.02944101850009946,0.3156136521159429,CITOPLASMA
122,0.028098269345534114,0.26113490387202576,CITOPLASMA
123,0.033369803063457326,0.2562822166170519,CITOPLASMA
124,0.03530932962005172,0.3138404801241486,CITOPLASMA
125,0.035806644121742594,0.305892909218992,CITOPLASMA
126,0.029838870101452156,0.2553981360888716,CITOPLASMA
127,0.03650288442410981,0.2810317788102703,CITOPLASMA
128,0.03202705390889198,0.2825570997284529,CITOPLASMA
129,0.031678933757708375,0.281007454719432,CITOPLASMA
130,0.028545852397055895,0.280432093619424,CITOPLASMA
131,0.029838870101452156,0.3382732046798314,CITOPLASMA
132,0.03113188780584842,0.2439241436524664,CITOPLASMA
133,0.03341953451362641,0.2790167306848956,CITOPLASMA
134,0.030584841853988465,0.33974888922822666,CITOPLASMA
135,0.03113188780584842,0.34589890640362614,CITOPLASMA
136,0.02944101850009946,0.3084248906877645,CITOPLASMA
137,0.029689675750944895,0.2604943822549013,CITOPLASMA
138,0.03356872886413367,0.30068433026207436,CITOPLASMA
139,0.02730256614282872,0.3396657629826138,CITOPLASMA
140,0.03516013526954446,0.2595211910800954,CITOPLASMA
141,0.029043166898746767,0.302984710883727,CITOPLASMA
142,0.03361846031430276,0.20542209606306003,CITOPLASMA
143,0.03560771832106624,0.2975152575066312,CITOPLASMA
144,0.03217624825939924,0.3506010852364318,CITOPLASMA
145,0.03332007161328824,0.28111760069932407,CITOPLASMA
146,0.03401631191565546,0.24397612568720925,CITOPLASMA
147,0.030286453152973937,0.32805864007484176,CITOPLASMA
148,0.03421523771633181,0.24929679371759828,CITOPLASMA
149,0.028695046747563156,0.3628560515464636,CITOPLASMA
150,0.03237517406007559,0.2346398014030907,CITOPLASMA
151,0.028545852397055895,0.3920352088704576,CITOPLASMA
152,0.035508255420728066,0.27720703444773176,CITOPLASMA
153,0.03570718122140442,0.3688671873683576,CITOPLASMA
154,0.03466282076785359,0.3164523319019837,CITOPLASMA
155,0.030535110403819378,0.2408742663343389,CITOPLASMA
156,0.041525760891187584,0.2913718837257884,CITOPLASMA
157,0.04162522379152576,0.2307394361193771,CITOPLASMA
158,0.04321663019693654,0.31026876442376744,CITOPLASMA
159,0.032474636960413764,0.3050421856360343,CITOPLASMA
160,0.03908891983290232,0.2812066767099357,CITOPLASMA
161,0.037646707777998806,0.31850733547625676,CITOPLASMA
162,0.033717923214640934,0.2754030814051756,CITOPLASMA
163,0.03734831907698428,0.2566766041780751,CITOPLASMA
164,0.0380445593793515,0.2533261025206861,CITOPLASMA
165,0.04023274318679133,0.23617828263379229,CITOPLASMA
166,0.038591605331211455,0.2966338954492131,CITOPLASMA
167,0.04296797294609111,0.2725874836220337,CITOPLASMA
168,0.043962601949472845,0.2334992280030064,CITOPLASMA
169,0.03431470061666998,0.22587641449242787,CITOPLASMA
170,0.03719912472647702,0.3146850182565702,CITOPLASMA
171,0.03729858762681519,0.23863113379479348,CITOPLASMA
172,0.033966580465486375,0.30375410692743193,CITOPLASMA
173,0.031082156355679333,0.31920980569751173,CITOPLASMA
174,0.03048537895365029,0.2768716163487262,CITOPLASMA
175,0.03849214243087328,0.27888986484892436,CITOPLASMA
176,0.02844638949671772,0.4087141413581481,CITOPLASMA
177,0.031828128108215635,0.2310112538758021,CITOPLASMA
