,Mean,Brightness,target
0,0.3683013144590495,0.5472393915530633,CITOPLASMA
1,0.3772750252780587,0.5476051220360464,CITOPLASMA
2,0.36703741152679475,0.5445859891952128,CITOPLASMA
3,0.3737360970677452,0.5057887365109686,CITOPLASMA
4,0.3690596562184024,0.4810638902044642,CITOPLASMA
5,0.3423913043478261,0.4718648795494605,CITOPLASMA
6,0.35515672396359965,0.6086303847992808,CITOPLASMA
7,0.359201213346815,0.576540446668317,CITOPLASMA
8,0.3298786653185035,0.5143946064710024,CITOPLASMA
9,0.3852376137512639,0.5099719522939581,CITOPLASMA
10,0.39635995955510617,0.684036529200519,BACKGROUND
11,0.3609706774519717,0.5740043550133489,CITOPLASMA
12,0.37651668351870576,0.5676873369387574,CITOPLASMA
13,0.35439838220424674,0.5427897376699921,CITOPLASMA
14,0.3799292214357937,0.5878219358321913,CITOPLASMA
15,0.35995955510616784,0.5135319863696647,CITOPLASMA
16,0.35364004044489383,0.5148522975148263,CITOPLASMA
17,0.35073306370070784,0.43787503296018354,CITOPLASMA
18,0.3758847320525784,0.5271136155961559,CITOPLASMA
19,0.3865015166835187,0.48338768812438787,CITOPLASMA
20,0.38233063700707787,0.6235588404402841,CITOPLASMA
21,0.39635995955510617,0.6520119851235153,BACKGROUND
22,0.39787664307381193,0.5931474901946704,CITOPLASMA
23,0.41051567239635994,0.566095641506506,CITOPLASMA
24,0.36703741152679475,0.48453546476447334,CITOPLASMA
25,0.4254297269969667,0.624693467919948,CITOPLASMA
26,0.4154448938321537,0.5496208037558478,CITOPLASMA
27,0.39724469160768455,0.6485362458427197,CITOPLASMA
28,0.3981294236602629,0.5299696193145144,CITOPLASMA
29,0.4120323559150657,0.46254809211962356,CITOPLASMA
30,0.41557128412537914,0.47767305559512874,CITOPLASMA
31,0.4120323559150657,0.5393472268725432,CITOPLASMA
32,0.4072295247724975,0.5843850875966464,CITOPLASMA
33,0.4052072800808898,0.5641897807176032,CITOPLASMA
34,0.3956016177957533,0.4233839845697821,CITOPLASMA
35,0.4031850353892821,0.3666902910514551,CITOPLASMA
36,0.3937057633973711,0.47141912809109693,CITOPLASMA
37,0.4298533872598585,0.557817370726603,CITOPLASMA
38,0.4111476238624873,0.4777886769810475,CITOPLASMA
39,0.41835187057633977,0.5310648090898021,CITOPLASMA
40,0.4264408493427705,0.5704744591370416,CITOPLASMA
41,0.39825581395348836,0.45637353664019364,CITOPLASMA
42,0.37853892821031343,0.5495164476814867,CITOPLASMA
43,0.39383215369059654,0.5846403638594609,CITOPLASMA
44,0.41026289180990905,0.48728375963571086,CITOPLASMA
45,0.40748230535894847,0.5729260663440029,CITOPLASMA
46,0.42340748230535896,0.44465389411868417,CITOPLASMA
47,0.42252275025278063,0.527115794845226,CITOPLASMA
48,0.41885743174924167,0.5337390984837678,CITOPLASMA
49,0.40533367037411533,0.5517016421713465,CITOPLASMA
50,0.46536905965621844,0.42119212711878246,CITOPLASMA
51,0.3983822042467139,0.5021298313941585,CITOPLASMA
52,0.41999494438827095,0.47100763340390955,CITOPLASMA
53,0.39850859453993936,0.5906035305004189,CITOPLASMA
54,0.416835187057634,0.5858858869334858,CITOPLASMA
55,0.4020475227502528,0.5219823582588166,CITOPLASMA
56,0.4077350859453994,0.5489518529403152,CITOPLASMA
57,0.4148129423660263,0.5433039998440314,CITOPLASMA
58,0.42340748230535896,0.4315645601813708,CITOPLASMA
59,0.4097573306370071,0.44722692767323735,CITOPLASMA
60,0.4242922143579373,0.5176340745575682,CITOPLASMA
61,0.39193629929221435,0.6171535792197844,CITOPLASMA
62,0.42858948432760363,0.6148557102624745,CITOPLASMA
63,0.4226491405460061,0.48789875244168823,CITOPLASMA
64,0.4304853387259859,0.5008119257885105,CITOPLASMA
65,0.4159504550050556,0.6165569202784662,CITOPLASMA
66,0.4014155712841254,0.572877476513811,CITOPLASMA
67,0.3939585439838221,0.4870311104617139,CITOPLASMA
68,0.391051567239636,0.4938968013225956,CITOPLASMA
69,0.4015419615773509,0.4748619448080039,CITOPLASMA
70,0.3904196157735086,0.5385191985287656,CITOPLASMA
71,0.4045753286147624,0.5192981512276154,CITOPLASMA
72,0.4357937310414561,0.49488150327357444,CITOPLASMA
73,0.4173407482305359,0.565820619663013,CITOPLASMA
74,0.4278311425682507,0.5748867704831281,CITOPLASMA
75,0.43503538928210317,0.5428651239075817,CITOPLASMA
76,0.4590495449949444,0.5258598237985639,CITOPLASMA
77,0.4751011122345804,0.66598418922728,BACKGROUND
78,0.43945904954499493,0.534705419448686,CITOPLASMA
79,0.46498988877654196,0.48774083502115134,CITOPLASMA
80,0.47042467138523764,0.5492049708792378,CITOPLASMA
81,0.4954499494438827,0.6051285680804005,CITOPLASMA
82,0.45942871587462086,0.392100484399166,CITOPLASMA
83,0.45108695652173914,0.5057985045799991,CITOPLASMA
84,0.4771233569261881,0.5351471280434589,CITOPLASMA
85,0.45285642062689585,0.5243732355532222,CITOPLASMA
86,0.4451466127401416,0.4707098531117375,CITOPLASMA
87,0.4624620829120324,0.6438313382384612,CITOPLASMA
88,0.48786653185035395,0.5759603618688943,CITOPLASMA
89,0.4840748230535895,0.44434752679886175,CITOPLASMA
90,0.4466632962588474,0.6600091158248832,BACKGROUND
91,0.46397876643073815,0.5141244616864918,CITOPLASMA
92,0.4629676440849343,0.46827645242502025,CITOPLASMA
93,0.46056622851365014,0.5403298755644848,CITOPLASMA
94,0.4462841253791709,0.5236356641042292,CITOPLASMA
95,0.3825834175935288,0.41011324006558,CITOPLASMA
96,0.3694388270980789,0.5741665760100916,CITOPLASMA
97,0.33822042467138524,0.6101441892155328,CITOPLASMA
