,Mean,Brightness,target
0,0.0066945606694560665,0.4116921737869011,BACKGROUND
1,0.005857740585774059,0.5395662580691944,BACKGROUND
2,0.00502092050209205,0.5634776722032818,BACKGROUND
3,0.0041841004184100415,0.4210488141002402,BACKGROUND
4,0.010878661087866108,0.5976254107827321,BACKGROUND
5,0.005857740585774059,0.4148110538913495,BACKGROUND
6,0.008368200836820083,0.4054544135780088,BACKGROUND
7,0.010878661087866108,0.4632736524373577,BACKGROUND
8,0.00502092050209205,0.4179299339957932,BACKGROUND
9,0.00502092050209205,0.41792993399579315,BACKGROUND
10,0.0100418410041841,0.3992166533691158,BACKGROUND
11,0.0066945606694560665,0.5208529774425187,BACKGROUND
12,0.00920502092050209,0.4817252088594672,BACKGROUND
13,0.005857740585774059,0.4148110538913491,BACKGROUND
14,0.007531380753138074,0.40857329368245654,BACKGROUND
15,0.0041841004184100415,0.42104881410023903,BACKGROUND
16,0.0041841004184100415,0.4210488141002411,BACKGROUND
17,0.008368200836820083,0.4054544135780083,BACKGROUND
18,0.007531380753138074,0.4085732936824561,BACKGROUND
19,0.0100418410041841,0.47199052247286116,BACKGROUND
20,0.0066945606694560665,0.4116921737869011,BACKGROUND
21,0.010878661087866108,0.5304495316100459,BACKGROUND
22,0.007531380753138074,0.5056051191541159,BACKGROUND
23,0.0033472803347280333,0.4241676942046859,BACKGROUND
24,0.005857740585774059,0.4148110538913485,BACKGROUND
25,0.00502092050209205,0.4179299339957921,BACKGROUND
26,0.011715481171548118,0.39297889316022316,BACKGROUND
27,0.005857740585774059,0.5395662580691954,BACKGROUND
28,0.005857740585774059,0.4148110538913479,BACKGROUND
29,0.0041841004184100415,0.4210488141002397,BACKGROUND
30,0.008368200836820083,0.40545441357800893,BACKGROUND
31,0.013389121338912133,0.44132153477914016,BACKGROUND
32,0.0066945606694560665,0.7391745847537541,BACKGROUND
33,0.0100418410041841,0.47199052247286194,BACKGROUND
34,0.007531380753138074,0.5056051191541165,BACKGROUND
35,0.0066945606694560665,0.7391745847537541,BACKGROUND
36,0.0100418410041841,0.47199052247286205,BACKGROUND
37,0.008368200836820083,0.4927830565025041,BACKGROUND
